CODES,BRANCH,KPI, ACTUAL (MONTH) , ACTUAL (YTD) , BUDGET (MONTH) , BUDGET (YTD) , % VARIANCE (MONTH) , % VARIANCE (YTD) ,MONTH
016,NAKURU,DISBURSEMENTS," 3,372.75 "," 30,133.25 "," 8,116.51 "," 109,664.37 ",-58%,,AUG
016,NAKURU,TRADE FINANCE," 238,500.00 "," 1,946,085.00 "," 1,656,288.14 "," 9,775,440.68 ",-86%,,AUG
016,NAKURU,FX INCOME," 34,305.00 "," 380,534.00 "," 83,666.00 "," 1,285,330.00 ",-59%,,AUG
016,NAKURU,NEW ACCOUNTS, 48.00 , 385.00 , 56.00 , 448.00 ,-14%,,AUG
016,NAKURU,NFI, 434.96 ," 3,803.85 "," 2,142.15 "," 14,123.13 ",-80%,,AUG
016,NAKURU,PBT, 424.17 ," 11,302.80 "," 3,084.64 "," 20,018.06 ",-86%,,AUG
017,KENGELENI,NEW DEPOSITS," (3,335.01)"," 2,761.16 "," 4,462.07 "," 77,175.77 ",-175%,,AUG
017,KENGELENI,CUMULATIVE DEPOSITS,," 84,610.78 ",," 95,099.82 ",0%,,AUG
017,KENGELENI,GROSS LOAN BOOK, -   ," 162,132.67 ",," 139,514.61 ",0%,,AUG
017,KENGELENI,DISBURSEMENTS, 216.00 ," 24,272.23 "," 8,116.51 "," 94,164.37 ",-97%,,AUG
017,KENGELENI,TRADE FINANCE," 1,678,469.70 "," 7,014,979.69 "," 1,437,421.49 "," 7,679,107.44 ",17%,,AUG
017,KENGELENI,FX INCOME," 175,205.00 "," 680,343.00 "," 42,000.00 "," 216,000.00 ",317%,,AUG
017,KENGELENI,NEW ACCOUNTS, 22.00 , 201.00 , 48.00 , 384.00 ,-54%,,AUG
017,KENGELENI,NFI," 1,762.55 "," 8,406.46 "," 1,857.92 "," 12,076.52 ",-5%,,AUG
017,KENGELENI,PBT," 2,286.04 "," 4,044.28 "," 1,727.70 "," 8,230.32 ",32%,,AUG
018,KISUMU,NEW DEPOSITS, (498.32)," 15,621.78 "," 7,998.70 "," 110,924.37 ",-106%,,AUG
018,KISUMU,CUMULATIVE DEPOSITS,," 48,127.16 ",," 80,202.06 ",0%,,AUG
018,KISUMU,GROSS LOAN BOOK, -   ," 174,420.85 ",," 192,025.74 ",0%,,AUG
018,KISUMU,DISBURSEMENTS," 2,728.64 "," 29,908.03 "," 13,214.64 "," 139,736.78 ",-79%,,AUG
018,KISUMU,TRADE FINANCE," 153,000.00 "," 1,122,969.55 "," 1,499,532.29 "," 8,337,661.47 ",-90%,,AUG
018,KISUMU,FX INCOME, 500.00 ," 31,152.00 "," 56,000.00 "," 301,000.00 ",-99%,,AUG
018,KISUMU,NEW ACCOUNTS, 96.00 , 674.00 , 108.00 , 864.00 ,-11%,,AUG
018,KISUMU,NFI, 388.77 ," 3,197.15 "," 2,090.92 "," 13,596.84 ",-81%,,AUG
018,KISUMU,PBT, 206.87 ," (8,162.21)"," 3,790.96 "," 20,697.21 ",-95%,,AUG
019,DIASPORAH,NEW DEPOSITS, 7.19 , (4.31), -   , -   ,0%,,AUG
019,DIASPORAH,CUMULATIVE DEPOSITS,, 610.88 ,, 620.50 ,0%,,AUG
019,DIASPORAH,GROSS LOAN BOOK, -   , -   ,, (15.04),0%,,AUG
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,AUG
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,AUG
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,AUG
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,AUG
019,DIASPORAH,NFI, 0.01 , 0.14 , 0.85 , 4.05 ,-99%,,AUG
019,DIASPORAH,PBT, (1.99), 22.58 , (0.79), (5.26),-151%,,AUG
020,MTWAPA,NEW DEPOSITS," (11,609.88)"," (5,846.59)"," 11,650.01 "," 149,454.85 ",-200%,,AUG
020,MTWAPA,CUMULATIVE DEPOSITS,," 212,611.67 ",," 299,087.04 ",0%,,AUG
020,MTWAPA,GROSS LOAN BOOK, -   ," 127,775.80 ",," 200,608.02 ",0%,,AUG
020,MTWAPA,DISBURSEMENTS," 1,016.76 "," 13,222.20 "," 20,868.44 "," 203,348.22 ",-95%,,AUG
020,MTWAPA,TRADE FINANCE," 74,900.00 "," 146,300.00 "," 248,443.22 "," 1,431,216.10 ",-70%,,AUG
020,MTWAPA,FX INCOME," 61,495.00 "," 880,303.00 "," 56,000.00 "," 577,000.00 ",10%,,AUG
020,MTWAPA,NEW ACCOUNTS, 74.00 , 897.00 , 178.00 ," 1,424.00 ",-58%,,AUG
020,MTWAPA,NFI, 228.56 ," 1,975.51 "," 1,069.80 "," 6,199.52 ",-79%,,AUG
020,MTWAPA,PBT," (2,234.81)"," (10,580.63)", (551.65)," (10,429.60)",-305%,,AUG
000,CENTRAL OFFICE,NEW DEPOSITS, -   , -   , -   , -   ,0%,,SEP
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,, -   ,, -   ,0%,,SEP
000,CENTRAL OFFICE,GROSS LOAN BOOK,, -   ,, -   ,0%,,SEP
000,CENTRAL OFFICE,DISBURSEMENTS, -   , -   , -   , -   ,0%,,SEP
000,CENTRAL OFFICE,TRADE FINANCE, -   , -   , -   , -   ,0%,,SEP
000,CENTRAL OFFICE,FX INCOME," (12,395.00)"," 231,229.00 ", -   ," 209,869.92 ",0%,,SEP
000,CENTRAL OFFICE,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,SEP
000,CENTRAL OFFICE,NFI, 0.00 , 901.91 , 117.68 , 117.68 ,0%,,SEP
000,CENTRAL OFFICE,PBT," (31,485.34)"," (263,648.80)"," (21,931.18)"," (225,738.17)",135%,,SEP
001,TOM MBOYA,NEW DEPOSITS," 21,791.21 "," 50,732.62 "," 7,465.98 "," 102,861.34 ",-30%,,SEP
001,TOM MBOYA,CUMULATIVE DEPOSITS,," 529,356.19 ",," 538,439.79 ",0%,,SEP
001,TOM MBOYA,GROSS LOAN BOOK,," 676,633.68 ",," 545,194.48 ",0%,,SEP
001,TOM MBOYA,DISBURSEMENTS," 8,740.64 "," 84,216.41 "," 21,166.64 "," 184,581.67 ",-79%,,SEP
001,TOM MBOYA,TRADE FINANCE," 3,407,770.00 "," 22,952,296.14 "," 124,221.61 "," 4,795,329.66 ",1025%,,SEP
001,TOM MBOYA,FX INCOME," 2,345.00 "," 606,614.00 "," 28,000.00 "," 400,755.81 ",-100%,,SEP
001,TOM MBOYA,NEW ACCOUNTS, 21.00 , 415.00 , 85.00 , 765.00 ,-82%,,SEP
001,TOM MBOYA,NFI," 3,533.59 "," 25,531.46 "," 1,018.51 "," 13,248.14 ",0%,,SEP
001,TOM MBOYA,PBT," 8,135.47 "," (12,044.21)"," 5,553.96 "," 31,565.10 ",46%,,SEP
002,LIKONI,NEW DEPOSITS," 12,647.12 "," (10,245.62)"," 2,986.00 "," 77,181.46 ",492%,,SEP
002,LIKONI,CUMULATIVE DEPOSITS,," 62,887.42 ",," 70,014.32 ",0%,,SEP
002,LIKONI,GROSS LOAN BOOK,," 85,658.53 ",," 90,660.36 ",0%,,SEP
002,LIKONI,DISBURSEMENTS," 1,523.71 "," 16,007.06 "," 5,348.77 "," 91,174.44 ",-80%,,SEP
002,LIKONI,TRADE FINANCE," 292,254.70 "," 476,392.83 "," 62,110.81 "," 462,664.83 ",367%,,SEP
002,LIKONI,FX INCOME," 74,494.00 "," 419,449.00 "," 14,000.00 "," 202,313.70 ",432%,,SEP
002,LIKONI,NEW ACCOUNTS, 55.00 , 576.00 , 73.00 , 657.00 ,-52%,,SEP
002,LIKONI,NFI, 447.41 ," 1,864.40 ", 407.75 ," 2,883.87 ",0%,,SEP
002,LIKONI,PBT, (71.08)," (8,075.20)", 336.27 ," (1,570.34)",222%,,SEP
003,WOTE,NEW DEPOSITS," (7,877.78)"," (3,899.40)"," 2,986.00 "," 69,246.90 ",-317%,,SEP
003,WOTE,CUMULATIVE DEPOSITS,," 36,385.47 ",," 67,476.09 ",0%,,SEP
003,WOTE,GROSS LOAN BOOK,," 100,515.87 ",," 99,154.91 ",0%,,SEP
003,WOTE,DISBURSEMENTS, 547.27 ," 14,727.67 "," 5,348.77 "," 81,256.24 ",-91%,,SEP
003,WOTE,TRADE FINANCE," 14,000.00 "," 81,000.00 "," 62,110.81 "," 408,664.83 ",-84%,,SEP
003,WOTE,FX INCOME, -   ," 2,438.00 "," 14,000.00 "," 84,000.00 ",-100%,,SEP
003,WOTE,NEW ACCOUNTS, 11.00 , 194.00 , 66.00 , 594.00 ,-91%,,SEP
003,WOTE,NFI, 48.28 , 875.07 , 417.00 ," 2,684.61 ",0%,,SEP
003,WOTE,PBT, (304.22)," (7,215.94)", 669.02 ," 1,211.94 ",-21%,,SEP
004,LIMURU,NEW DEPOSITS, (461.41)," 3,655.09 "," 4,554.55 "," 100,323.63 ",-113%,,SEP
004,LIMURU,CUMULATIVE DEPOSITS,," 26,534.81 ",," 56,185.98 ",0%,,SEP
004,LIMURU,GROSS LOAN BOOK,," 111,018.57 ",," 110,875.61 ",0%,,SEP
004,LIMURU,DISBURSEMENTS," 2,656.90 "," 19,709.63 "," 8,158.48 "," 125,196.30 ",-75%,,SEP
004,LIMURU,TRADE FINANCE," 14,000.00 "," 63,000.00 "," 124,221.61 "," 1,006,329.66 ",-89%,,SEP
004,LIMURU,FX INCOME, 875.00 ," 31,262.00 "," 28,000.00 "," 195,984.00 ",-99%,,SEP
004,LIMURU,NEW ACCOUNTS, 25.00 , 178.00 , 101.00 , 909.00 ,-86%,,SEP
004,LIMURU,NFI, 123.53 , 936.92 , 433.94 ," 3,009.18 ",0%,,SEP
004,LIMURU,PBT, (851.98)," (1,370.02)"," 1,752.43 "," 6,123.81 ",-96%,,SEP
005,MOI AVENUE,NEW DEPOSITS," (6,548.33)"," (4,703.86)"," 8,734.88 "," 152,074.71 ",-107%,,SEP
005,MOI AVENUE,CUMULATIVE DEPOSITS,," 137,609.73 ",," 216,643.54 ",0%,,SEP
005,MOI AVENUE,GROSS LOAN BOOK,," 260,467.23 ",," 221,241.51 ",0%,,SEP
005,MOI AVENUE,DISBURSEMENTS," 1,075.30 "," 24,806.64 "," 10,575.01 "," 173,031.86 ",-93%,,SEP
005,MOI AVENUE,TRADE FINANCE," 730,586.91 "," 6,776,355.34 "," 1,608,965.62 "," 14,216,793.70 ",-63%,,SEP
005,MOI AVENUE,FX INCOME," 16,512.00 "," 422,550.00 "," 97,666.00 "," 768,278.45 ",-86%,,SEP
005,MOI AVENUE,NEW ACCOUNTS, 37.00 , 318.00 , 68.00 , 612.00 ,-78%,,SEP
005,MOI AVENUE,NFI, 886.66 ," 8,536.35 "," 2,234.94 "," 18,502.36 ",0%,,SEP
005,MOI AVENUE,PBT," (1,114.94)"," 3,592.43 "," 4,008.73 "," 29,252.78 ",-74%,,SEP
006,THIKA,NEW DEPOSITS," 15,272.94 "," 20,552.22 "," 5,601.48 "," 100,874.34 ",-96%,,SEP
006,THIKA,CUMULATIVE DEPOSITS,," 98,497.34 ",," 109,116.06 ",0%,,SEP
006,THIKA,GROSS LOAN BOOK,," 169,138.77 ",," 179,998.95 ",0%,,SEP
006,THIKA,DISBURSEMENTS, 712.70 ," 19,107.42 "," 11,147.11 "," 135,964.48 ",-94%,,SEP
006,THIKA,TRADE FINANCE," 136,739.00 "," 581,617.18 "," 124,221.61 "," 1,216,329.66 ",-31%,,SEP
006,THIKA,FX INCOME," 7,943.00 "," 344,475.00 "," 28,000.00 "," 474,478.26 ",-82%,,SEP
006,THIKA,NEW ACCOUNTS, 17.00 , 403.00 , 66.00 , 594.00 ,-86%,,SEP
006,THIKA,NFI, 248.43 ," 1,975.92 ", 780.58 ," 5,346.79 ",0%,,SEP
006,THIKA,PBT, (543.29)," 2,765.45 "," 1,981.04 "," 14,347.70 ",-57%,,SEP
007,RUIRU,NEW DEPOSITS," 3,137.09 "," (24,569.48)"," 2,789.94 "," 95,270.49 ",86%,,SEP
007,RUIRU,CUMULATIVE DEPOSITS,," 170,519.93 ",," 222,307.25 ",0%,,SEP
007,RUIRU,GROSS LOAN BOOK,," 119,126.21 ",," 139,021.87 ",0%,,SEP
007,RUIRU,DISBURSEMENTS, 356.62 ," 15,053.90 "," 4,997.56 "," 113,148.95 ",-94%,,SEP
007,RUIRU,TRADE FINANCE," 20,000.00 "," 295,792.00 "," 62,110.81 "," 1,152,664.83 ",-74%,,SEP
007,RUIRU,FX INCOME, 186.00 ," 9,227.00 "," 14,000.00 "," 86,302.00 ",-99%,,SEP
007,RUIRU,NEW ACCOUNTS, 21.00 , 196.00 , 76.00 , 684.00 ,-89%,,SEP
007,RUIRU,NFI, 111.66 ," 1,518.70 ", 402.37 ," 2,951.52 ",0%,,SEP
007,RUIRU,PBT, (812.45)," (5,266.98)", 334.13 , (154.41),13%,,SEP
008,KITENGELA,NEW DEPOSITS," (10,221.02)"," 6,110.91 "," 6,907.37 "," 117,640.56 ",-227%,,SEP
008,KITENGELA,CUMULATIVE DEPOSITS,," 340,706.49 ",," 383,011.29 ",0%,,SEP
008,KITENGELA,GROSS LOAN BOOK,," 325,119.14 ",," 257,946.39 ",0%,,SEP
008,KITENGELA,DISBURSEMENTS," 1,050.50 "," 36,586.26 "," 12,373.05 "," 154,483.69 ",-93%,,SEP
008,KITENGELA,TRADE FINANCE," 42,600.00 "," 606,707.00 "," 248,443.22 "," 2,048,659.32 ",-96%,,SEP
008,KITENGELA,FX INCOME," 37,656.00 "," 543,588.00 "," 56,000.00 "," 563,382.89 ",-64%,,SEP
008,KITENGELA,NEW ACCOUNTS, 39.00 , 526.00 , 98.00 , 882.00 ,-69%,,SEP
008,KITENGELA,NFI, 170.48 ," 2,651.13 ", 846.23 ," 6,103.13 ",0%,,SEP
008,KITENGELA,PBT," (1,682.23)"," (7,737.09)"," 3,877.23 "," 14,030.75 ",-119%,,SEP
009,KAYOLE,NEW DEPOSITS," (2,652.04)"," 10,339.09 "," 2,867.62 "," 83,736.62 ",-154%,,SEP
009,KAYOLE,CUMULATIVE DEPOSITS,," 49,412.10 ",," 65,876.78 ",0%,,SEP
009,KAYOLE,GROSS LOAN BOOK,," 210,146.68 ",," 187,019.92 ",0%,,SEP
009,KAYOLE,DISBURSEMENTS," 3,820.22 "," 38,344.03 "," 5,136.72 "," 98,983.91 ",-34%,,SEP
009,KAYOLE,TRADE FINANCE," 51,388.00 "," 357,350.00 ", -   ," 102,000.00 ",0%,,SEP
009,KAYOLE,FX INCOME, -   ," 9,659.00 ", -   ," 7,780.50 ",0%,,SEP
009,KAYOLE,NEW ACCOUNTS, 23.00 , 382.00 , 73.00 , 657.00 ,-79%,,SEP
009,KAYOLE,NFI, 264.87 ," 2,474.31 ", 339.62 ," 2,974.18 ",0%,,SEP
009,KAYOLE,PBT, 593.45 ," 1,819.83 "," 1,796.80 "," 14,562.62 ",-22%,,SEP
010,ELDORET,NEW DEPOSITS," 4,118.75 "," (54,329.42)"," 2,986.00 "," 100,046.90 ",-22%,,SEP
010,ELDORET,CUMULATIVE DEPOSITS,," 168,675.84 ",," 242,554.86 ",0%,,SEP
010,ELDORET,GROSS LOAN BOOK,," 133,750.09 ",," 110,199.78 ",0%,,SEP
010,ELDORET,DISBURSEMENTS," 1,678.30 "," 33,458.59 "," 5,348.77 "," 119,756.24 ",-82%,,SEP
010,ELDORET,TRADE FINANCE," 782,557.00 "," 8,044,657.19 "," 62,110.81 "," 2,856,664.83 ",685%,,SEP
010,ELDORET,FX INCOME," 3,058.00 "," 24,258.00 "," 14,000.00 "," 87,354.45 ",-97%,,SEP
010,ELDORET,NEW ACCOUNTS, 49.00 , 525.00 , 91.00 , 819.00 ,-66%,,SEP
010,ELDORET,NFI, 994.79 ," 10,712.18 ", 519.32 ," 5,574.76 ",0%,,SEP
010,ELDORET,PBT, (674.71), 629.22 , 74.92 ," (5,000.83)",662%,,SEP
011,MBALE,NEW DEPOSITS," (1,631.87)"," (8,714.23)"," 2,986.00 "," 62,781.46 ",-204%,,SEP
011,MBALE,CUMULATIVE DEPOSITS,," 29,193.44 ",," 50,574.39 ",0%,,SEP
011,MBALE,GROSS LOAN BOOK,," 67,478.54 ",," 111,218.57 ",0%,,SEP
011,MBALE,DISBURSEMENTS," 1,094.32 "," 19,216.19 "," 10,544.09 "," 104,346.31 ",-90%,,SEP
011,MBALE,TRADE FINANCE," 5,000.00 "," 415,979.14 "," 62,110.81 "," 726,664.83 ",-100%,,SEP
011,MBALE,FX INCOME," 3,424.00 "," 12,202.00 "," 14,000.00 "," 84,790.00 ",-85%,,SEP
011,MBALE,NEW ACCOUNTS, 25.00 , 398.00 , 58.00 , 522.00 ,-66%,,SEP
011,MBALE,NFI, 132.37 ," 1,770.68 ", 533.95 ," 3,811.92 ",0%,,SEP
011,MBALE,PBT, (286.06)," (2,148.39)"," 1,008.08 "," 4,653.60 ",-62%,,SEP
012,BIASHARA STREET,NEW DEPOSITS," (31,812.60)"," 155,464.07 "," 6,444.95 "," 118,800.56 ",-695%,,SEP
012,BIASHARA STREET,CUMULATIVE DEPOSITS,," 860,624.32 ",," 729,586.64 ",0%,,SEP
012,BIASHARA STREET,GROSS LOAN BOOK,," 389,518.15 ",," 320,337.00 ",0%,,SEP
012,BIASHARA STREET,DISBURSEMENTS," 19,926.91 "," 58,521.41 "," 11,173.62 "," 152,205.32 ",-86%,,SEP
012,BIASHARA STREET,TRADE FINANCE," 3,326,517.80 "," 34,165,905.51 "," 2,812,732.17 "," 33,532,393.03 ",-37%,,SEP
012,BIASHARA STREET,FX INCOME," 303,646.00 "," 2,475,273.00 "," 56,000.00 "," 1,169,325.13 ",264%,,SEP
012,BIASHARA STREET,NEW ACCOUNTS, 31.00 , 376.00 , 98.00 , 882.00 ,-87%,,SEP
012,BIASHARA STREET,NFI," 4,036.31 "," 36,954.37 "," 3,365.09 "," 29,951.00 ",0%,,SEP
012,BIASHARA STREET,PBT," 7,518.23 "," 49,680.06 "," 2,949.83 "," 20,230.42 ",131%,,SEP
013,RONGAI,NEW DEPOSITS," (4,032.97)"," 4,665.34 "," 6,004.72 "," 95,102.23 ",-159%,,SEP
013,RONGAI,CUMULATIVE DEPOSITS,," 83,120.35 ",," 127,149.62 ",0%,,SEP
013,RONGAI,GROSS LOAN BOOK,," 152,512.63 ",," 176,954.84 ",0%,,SEP
013,RONGAI,DISBURSEMENTS, 198.56 ," 29,518.40 "," 10,756.14 "," 123,379.24 ",-99%,,SEP
013,RONGAI,TRADE FINANCE," 23,900.00 "," 273,380.00 "," 124,221.61 "," 1,018,329.66 ",-83%,,SEP
013,RONGAI,FX INCOME," 1,494.00 "," 54,698.00 "," 28,000.00 "," 185,213.40 ",-99%,,SEP
013,RONGAI,NEW ACCOUNTS, 38.00 , 467.00 , 68.00 , 612.00 ,-65%,,SEP
013,RONGAI,NFI, 134.24 ," 1,952.02 ", 685.81 ," 4,802.75 ",0%,,SEP
013,RONGAI,PBT, 245.66 ," 1,537.18 "," 1,852.05 "," 9,959.64 ",-67%,,SEP
014,WESTLANDS,NEW DEPOSITS," (9,523.45)"," (109,737.55)"," 4,358.48 "," 95,350.90 ",-347%,,SEP
014,WESTLANDS,CUMULATIVE DEPOSITS,," 141,400.22 ",," 283,737.36 ",0%,,SEP
014,WESTLANDS,GROSS LOAN BOOK,," 208,847.40 ",," 189,452.96 ",0%,,SEP
014,WESTLANDS,DISBURSEMENTS, 327.73 ," 29,372.99 "," 7,807.27 "," 118,343.61 ",-96%,,SEP
014,WESTLANDS,TRADE FINANCE," 671,672.78 "," 15,722,846.53 "," 124,221.61 "," 4,378,329.66 ",212%,,SEP
014,WESTLANDS,FX INCOME," 3,003.00 "," 43,232.00 "," 28,000.00 "," 194,746.00 ",-98%,,SEP
014,WESTLANDS,NEW ACCOUNTS, 24.00 , 254.00 , 65.00 , 585.00 ,-74%,,SEP
014,WESTLANDS,NFI, 724.66 ," 17,077.76 ", 490.41 ," 9,508.16 ",0%,,SEP
014,WESTLANDS,PBT," 1,274.82 "," 3,604.13 "," 1,090.21 "," 2,813.71 ",-17%,,SEP
015,MACHAKOS,NEW DEPOSITS, (292.50)," 13,039.50 "," 2,986.00 "," 77,246.90 ",-105%,,SEP
015,MACHAKOS,CUMULATIVE DEPOSITS,," 41,334.03 ",," 58,207.23 ",0%,,SEP
015,MACHAKOS,GROSS LOAN BOOK,," 135,219.94 ",," 114,919.82 ",0%,,SEP
015,MACHAKOS,DISBURSEMENTS," 3,187.54 "," 19,146.84 "," 5,348.77 "," 91,256.24 ",-79%,,SEP
015,MACHAKOS,TRADE FINANCE," 23,000.00 "," 256,120.00 "," 62,110.81 "," 546,664.83 ",-90%,,SEP
015,MACHAKOS,FX INCOME," 2,944.00 "," 27,079.00 "," 14,000.00 "," 90,036.00 ",-94%,,SEP
015,MACHAKOS,NEW ACCOUNTS, 28.00 , 280.00 , 61.00 , 549.00 ,-79%,,SEP
015,MACHAKOS,NFI, 151.16 ," 1,480.11 ", 366.98 ," 2,683.22 ",0%,,SEP
015,MACHAKOS,PBT, 270.01 ," (2,841.47)", 868.69 ," 4,852.26 ",-37%,,SEP
016,NAKURU,NEW DEPOSITS," 4,768.44 "," (6,428.27)"," 8,812.57 "," 120,140.84 ",-59%,,SEP
016,NAKURU,CUMULATIVE DEPOSITS,," 150,463.46 ",," 206,488.78 ",0%,,SEP
016,NAKURU,GROSS LOAN BOOK,," 159,540.38 ",," 174,082.71 ",0%,,SEP
016,NAKURU,DISBURSEMENTS," 7,229.96 "," 37,363.21 "," 8,116.51 "," 117,780.88 ",-58%,,SEP
016,NAKURU,TRADE FINANCE," 344,987.00 "," 2,291,072.00 "," 1,656,288.14 "," 11,431,728.81 ",-95%,,SEP
016,NAKURU,FX INCOME," 56,295.00 "," 436,829.00 "," 83,666.00 "," 745,826.65 ",-84%,,SEP
016,NAKURU,NEW ACCOUNTS, 46.00 , 431.00 , 56.00 , 504.00 ,-55%,,SEP
016,NAKURU,NFI, 680.72 ," 4,484.57 "," 2,141.68 "," 16,264.80 ",0%,,SEP
016,NAKURU,PBT, 675.59 ," 18,529.85 "," 3,100.96 "," 23,119.02 ",-60%,,SEP
017,KENGELENI,NEW DEPOSITS," 17,732.65 "," 20,493.81 "," 4,462.07 "," 81,637.84 ",-155%,,SEP
017,KENGELENI,CUMULATIVE DEPOSITS,," 102,343.43 ",," 99,561.88 ",0%,,SEP
017,KENGELENI,GROSS LOAN BOOK,," 163,409.86 ",," 144,109.95 ",0%,,SEP
017,KENGELENI,DISBURSEMENTS," 1,459.50 "," 25,731.73 "," 8,116.51 "," 102,280.88 ",-82%,,SEP
017,KENGELENI,TRADE FINANCE," 597,956.24 "," 7,612,935.93 "," 1,437,421.49 "," 9,116,528.93 ",-80%,,SEP
017,KENGELENI,FX INCOME," 23,398.00 "," 703,741.00 "," 42,000.00 "," 253,000.00 ",-48%,,SEP
017,KENGELENI,NEW ACCOUNTS, 28.00 , 229.00 , 48.00 , 432.00 ,-63%,,SEP
017,KENGELENI,NFI, 715.29 ," 9,121.74 "," 1,861.31 "," 13,937.83 ",0%,,SEP
017,KENGELENI,PBT, 134.29 ," 5,931.08 "," 1,796.96 "," 10,027.28 ",-47%,,SEP
018,KISUMU,NEW DEPOSITS, (47.84)," 15,573.94 "," 7,998.70 "," 118,923.06 ",-93%,,SEP
018,KISUMU,CUMULATIVE DEPOSITS,," 48,079.32 ",," 88,200.76 ",0%,,SEP
018,KISUMU,GROSS LOAN BOOK,," 176,105.30 ",," 201,495.62 ",0%,,SEP
018,KISUMU,DISBURSEMENTS," 3,925.86 "," 33,833.90 "," 13,214.64 "," 152,951.41 ",-81%,,SEP
018,KISUMU,TRADE FINANCE," 141,578.00 "," 1,264,547.55 "," 1,499,532.29 "," 9,837,193.76 ",-93%,,SEP
018,KISUMU,FX INCOME, -   ," 31,152.00 "," 56,000.00 "," 361,862.00 ",-100%,,SEP
018,KISUMU,NEW ACCOUNTS, 41.00 , 715.00 , 108.00 , 972.00 ,-70%,,SEP
018,KISUMU,NFI, 420.07 ," 3,617.22 "," 2,094.43 "," 15,691.27 ",0%,,SEP
018,KISUMU,PBT, 408.59 ," (3,617.52)"," 3,907.66 "," 24,604.87 ",-69%,,SEP
019,DIASPORAH,NEW DEPOSITS, -   , (4.31), -   , -   ,0%,,SEP
019,DIASPORAH,CUMULATIVE DEPOSITS,, 610.88 ,, 620.50 ,0%,,SEP
019,DIASPORAH,GROSS LOAN BOOK,, -   ,, -   ,0%,,SEP
019,DIASPORAH,DISBURSEMENTS, -   , -   , -   , -   ,0%,,SEP
019,DIASPORAH,TRADE FINANCE, -   , -   , -   , -   ,0%,,SEP
019,DIASPORAH,FX INCOME, -   , -   , -   , -   ,0%,,SEP
019,DIASPORAH,NEW ACCOUNTS, -   , -   , -   , -   ,0%,,SEP
019,DIASPORAH,NFI, -   , 0.14 , 0.84 , 4.89 ,0%,,SEP
019,DIASPORAH,PBT, (1.99), 28.73 , (0.77), (6.02),-51%,,SEP
020,MTWAPA,NEW DEPOSITS," (2,080.84)"," (7,927.43)"," 11,650.01 "," 161,104.86 ",-99%,,SEP
020,MTWAPA,CUMULATIVE DEPOSITS,," 210,530.82 ",," 310,737.05 ",0%,,SEP
020,MTWAPA,GROSS LOAN BOOK,," 127,682.53 ",," 217,970.01 ",0%,,SEP
020,MTWAPA,DISBURSEMENTS, 880.69 ," 14,102.89 "," 20,868.44 "," 224,216.67 ",-98%,,SEP
020,MTWAPA,TRADE FINANCE," 21,900.00 "," 168,200.00 "," 248,443.22 "," 1,679,659.32 ",-95%,,SEP
020,MTWAPA,FX INCOME," 32,608.00 "," 912,911.00 "," 56,000.00 "," 616,536.37 ",-85%,,SEP
020,MTWAPA,NEW ACCOUNTS, 45.00 , 942.00 , 178.00 ," 1,602.00 ",-81%,,SEP
020,MTWAPA,NFI, 165.13 ," 2,140.65 "," 1,059.25 "," 7,258.77 ",0%,,SEP
020,MTWAPA,PBT," (2,770.89)"," (11,867.75)", (338.82)," (10,768.42)",52%,,SEP
000,CENTRAL OFFICE,NEW DEPOSITS,,,,,0%,,OCT
000,CENTRAL OFFICE,CUMULATIVE DEPOSITS,,,,,0%,,OCT
000,CENTRAL OFFICE,GROSS LOAN BOOK,,,,,0%,,OCT
000,CENTRAL OFFICE,DISBURSEMENTS,,,,,0%,,OCT
000,CENTRAL OFFICE,TRADE FINANCE,,,,,0%,,OCT
000,CENTRAL OFFICE,FX INCOME,,,,,0%,,OCT
000,CENTRAL OFFICE,NEW ACCOUNTS,,,,,0%,,OCT
000,CENTRAL OFFICE,NFI,,,,,0%,,OCT
000,CENTRAL OFFICE,PBT,,,,,0%,,OCT
001,TOM MBOYA,NEW DEPOSITS,,,,,0%,,OCT
001,TOM MBOYA,CUMULATIVE DEPOSITS,,,,,0%,,OCT
001,TOM MBOYA,GROSS LOAN BOOK,,,,,0%,,OCT
001,TOM MBOYA,DISBURSEMENTS,,,,,0%,,OCT
001,TOM MBOYA,TRADE FINANCE,,,,,0%,,OCT
001,TOM MBOYA,FX INCOME,,,,,0%,,OCT
001,TOM MBOYA,NEW ACCOUNTS,,,,,0%,,OCT
001,TOM MBOYA,NFI,,,,,0%,,OCT
001,TOM MBOYA,PBT,,,,,0%,,OCT
002,LIKONI,NEW DEPOSITS,,,,,0%,,OCT
002,LIKONI,CUMULATIVE DEPOSITS,,,,,0%,,OCT
002,LIKONI,GROSS LOAN BOOK,,,,,0%,,OCT
002,LIKONI,DISBURSEMENTS,,,,,0%,,OCT
002,LIKONI,TRADE FINANCE,,,,,0%,,OCT
002,LIKONI,FX INCOME,,,,,0%,,OCT
002,LIKONI,NEW ACCOUNTS,,,,,0%,,OCT
002,LIKONI,NFI,,,,,0%,,OCT
